ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-17 15:36:26 085m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 2.238642
1 2E-8 -0.32551173
2 4E-8 -1.1842237
3 6E-8 -0.14578133
4 8E-8 0.1337993
5 1E-7 -0.31352971
6 1.2E-7 0.023964054
7 1.4E-7 -0.29755367
8 1.6E-7 0.12980529
9 1.8E-7 -0.0019970045
10 2E-7 -0.05791313
11 2.2E-7 -0.083874189
12 2.4E-7 0.007988018
13 2.6E-7 0
14 2.8E-7 -0.013979031
15 3E-7 0.01797304
16 3.2E-7 -0.015976036
17 3.4E-7 -0.0099850225
18 3.6E-7 0.027958063
19 3.8E-7 0.01797304
20 4E-7 0.013979031
21 4.2E-7 0.0099850225
22 4.4E-7 0.013979031
23 4.6E-7 0.041937094
24 4.8E-7 0.011982027
25 5E-7 -0.0059910135
26 5.2E-7 0.025961058
27 5.4E-7 0.023964054
28 5.6E-7 0.013979031
29 5.8E-7 0.023964054
30 6E-7 0.0099850225
31 6.2E-7 0.007988018
32 6.4E-7 0.021967049
33 6.6E-7 0
34 6.8E-7 -0.029955067
35 7E-7 0.14378432
36 7.2E-7 -0.10184723
37 7.4E-7 0.041937094
38 7.6E-7 0.061907139
39 7.8E-7 -0.077883175
40 8E-7 0.11582626
41 8.2E-7 0.01797304
42 8.4E-7 -0.007988018
43 8.6E-7 0.033949076
44 8.8E-7 0.011982027
45 9E-7 0.025961058
46 9.2E-7 0.037943085
47 9.4E-7 0.033949076
48 9.6E-7 0.023964054
49 9.8E-7 0.0059910135
50 1E-6 0.0099850225
51 1.02E-6 0.033949076
52 1.04E-6 0.03994009
53 1.06E-6 0.029955067
54 1.08E-6 0.029955067
55 1.1E-6 0.023964054
56 1.12E-6 0.021967049
57 1.14E-6 0.029955067
58 1.16E-6 0.029955067
59 1.18E-6 0.025961058
60 1.2E-6 0.023964054
61 1.22E-6 0.025961058
62 1.24E-6 0.025961058
63 1.26E-6 0.027958063
64 1.28E-6 0.033949076
65 1.3E-6 0.031952072
66 1.32E-6 0.021967049
67 1.34E-6 0.021967049
68 1.36E-6 0.025961058
69 1.38E-6 0.023964054
70 1.4E-6 0.023964054
71 1.42E-6 0.023964054
72 1.44E-6 0.021967049
73 1.46E-6 0.01797304
74 1.48E-6 0.019970045
75 1.5E-6 0.021967049
76 1.52E-6 0.019970045
77 1.54E-6 0.019970045
78 1.56E-6 0.019970045
79 1.58E-6 0.01797304
80 1.6E-6 0.015976036
81 1.62E-6 0.01797304
82 1.64E-6 0.019970045
83 1.66E-6 0.013979031
84 1.68E-6 0.015976036
85 1.7E-6 0.013979031
86 1.72E-6 0.015976036
87 1.74E-6 0.015976036
88 1.76E-6 0.0099850225
89 1.78E-6 0.013979031
90 1.8E-6 0.013979031
91 1.82E-6 0.011982027
92 1.84E-6 0.013979031
93 1.86E-6 0.0099850225
94 1.88E-6 0.011982027
95 1.9E-6 0.013979031
96 1.92E-6 0.01797304
97 1.94E-6 0.0099850225
98 1.96E-6 0.013979031
99 1.98E-6 0.0099850225
100 2E-6 0.0099850225
101 2.02E-6 0.011982027
102 2.04E-6 0.007988018
