ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-16 17:10:01 017m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 2.3325013
1 2E-8 -1.6714928
2 4E-8 -2.8856715
3 6E-8 0.87069396
4 8E-8 -2.8776835
5 1E-7 0.81677484
6 1.2E-7 -1.1043435
7 1.4E-7 -2.3964054
8 1.6E-7 -0.019970045
9 1.8E-7 0.95856216
10 2E-7 -1.789316
11 2.2E-7 0.031952072
12 2.4E-7 -0.32551173
13 2.6E-7 0.39141288
14 2.8E-7 -0.20369446
15 3E-7 -0.073889166
16 3.2E-7 -0.20768847
17 3.4E-7 -0.12381428
18 3.6E-7 0.29555667
19 3.8E-7 0.15976036
20 4E-7 0.20169745
21 4.2E-7 -0.14178732
22 4.4E-7 0.22566151
23 4.6E-7 0.28157763
24 4.8E-7 0.18572142
25 5E-7 -0.05791313
26 5.2E-7 0.32151772
27 5.4E-7 0.19570644
28 5.6E-7 0.20369446
29 5.8E-7 0.2656016
30 6E-7 0.14178732
31 6.2E-7 0.095856216
32 6.4E-7 0.23364953
33 6.6E-7 0.20768847
34 6.8E-7 -0.011982027
35 7E-7 0.41138293
36 7.2E-7 -0.23964054
37 7.4E-7 0.3554668
38 7.6E-7 0.52121817
39 7.8E-7 -0.45731403
40 8E-7 0.56115826
41 8.2E-7 0.16575137
42 8.4E-7 0.021967049
43 8.6E-7 0.2675986
44 8.8E-7 0.045931103
45 9E-7 0.40938592
46 9.2E-7 -0.041937094
47 9.4E-7 0.46729905
48 9.6E-7 0.033949076
49 9.8E-7 0.29355966
50 1E-6 0.087868198
51 1.02E-6 0.3115327
52 1.04E-6 0.23764354
53 1.06E-6 0.23764354
54 1.08E-6 0.26160759
55 1.1E-6 0.24363455
56 1.12E-6 0.26360459
57 1.14E-6 0.18971543
58 1.16E-6 0.32551173
59 1.18E-6 0.19570644
60 1.2E-6 0.27958063
61 1.22E-6 0.23964054
62 1.24E-6 0.2675986
63 1.26E-6 0.21567649
64 1.28E-6 0.24563155
65 1.3E-6 0.2236645
66 1.32E-6 0.21767349
67 1.34E-6 0.23964054
68 1.36E-6 0.20169745
69 1.38E-6 0.21168248
70 1.4E-6 0.18771842
71 1.42E-6 0.21367948
72 1.44E-6 0.18971543
73 1.46E-6 0.18771842
74 1.48E-6 0.1757364
75 1.5E-6 0.1777334
76 1.52E-6 0.15976036
77 1.54E-6 0.16375437
78 1.56E-6 0.15376935
79 1.58E-6 0.13779331
80 1.6E-6 0.14777833
81 1.62E-6 0.13979031
82 1.64E-6 0.13779331
83 1.66E-6 0.12381428
84 1.68E-6 0.12780829
85 1.7E-6 0.11582626
86 1.72E-6 0.12980529
87 1.74E-6 0.11982027
88 1.76E-6 0.11982027
89 1.78E-6 0.10384423
90 1.8E-6 0.10783824
91 1.82E-6 0.10584124
92 1.84E-6 0.095856216
93 1.86E-6 0.10384423
94 1.88E-6 0.095856216
95 1.9E-6 0.099850225
96 1.92E-6 0.093859211
97 1.94E-6 0.087868198
98 1.96E-6 0.083874189
99 1.98E-6 0.075886171
100 2E-6 0.075886171
101 2.02E-6 0.093859211
102 2.04E-6 0.081877184
