ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-16 17:13:38 235m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.7674419
1 2E-8 0.040444895
2 4E-8 -2.3538929
3 6E-8 -1.1769464
4 8E-8 0.17391305
5 1E-7 -2.2851366
6 1.2E-7 1.4924166
7 1.4E-7 -2.3660263
8 1.6E-7 -0.9989889
9 1.8E-7 1.1243681
10 2E-7 -1.1041456
11 2.2E-7 -0.67138525
12 2.4E-7 -0.64307383
13 2.6E-7 0.47724976
14 2.8E-7 -0.36804854
15 3E-7 0.20222447
16 3.2E-7 -0.40849344
17 3.4E-7 -0.020222447
18 3.6E-7 0.07280081
19 3.8E-7 0.12942366
20 4E-7 0.30333671
21 4.2E-7 -0.064711832
22 4.4E-7 0.15773509
23 4.6E-7 0.20626896
24 4.8E-7 0.23862488
25 5E-7 0.044489384
26 5.2E-7 0.10111224
27 5.4E-7 0.40444895
28 5.6E-7 0.080889789
29 5.8E-7 0.29524773
30 6E-7 0.14964611
31 6.2E-7 0.16177958
32 6.4E-7 0.19413549
33 6.6E-7 0.25480284
34 6.8E-7 0.11729019
35 7E-7 0.15773509
36 7.2E-7 0.25884733
37 7.4E-7 -0.4974722
38 7.6E-7 1.1971689
39 7.8E-7 -0.46916078
40 8E-7 0.44084935
41 8.2E-7 0.18604652
42 8.4E-7 0.39635997
43 8.6E-7 -0.10515673
44 8.8E-7 0.45702731
45 9E-7 0.052578363
46 9.2E-7 0.29120324
47 9.4E-7 0.21031345
48 9.6E-7 0.25480284
49 9.8E-7 0.2669363
50 1E-6 0.12133468
51 1.02E-6 0.30333671
52 1.04E-6 0.22649141
53 1.06E-6 0.29929222
54 1.08E-6 0.23458039
55 1.1E-6 0.2669363
56 1.12E-6 0.29120324
57 1.14E-6 0.20222447
58 1.16E-6 0.31547018
59 1.18E-6 0.23458039
60 1.2E-6 0.26289182
61 1.22E-6 0.24266937
62 1.24E-6 0.27906977
63 1.26E-6 0.25884733
64 1.28E-6 0.22244692
65 1.3E-6 0.2669363
66 1.32E-6 0.21031345
67 1.34E-6 0.2305359
68 1.36E-6 0.20626896
69 1.38E-6 0.21435794
70 1.4E-6 0.19817998
71 1.42E-6 0.19009101
72 1.44E-6 0.20626896
73 1.46E-6 0.17391305
74 1.48E-6 0.19009101
75 1.5E-6 0.15773509
76 1.52E-6 0.16582407
77 1.54E-6 0.1536906
78 1.56E-6 0.14964611
79 1.58E-6 0.14560162
80 1.6E-6 0.13751264
81 1.62E-6 0.14155713
82 1.64E-6 0.11729019
83 1.66E-6 0.12133468
84 1.68E-6 0.10111224
85 1.7E-6 0.11324571
86 1.72E-6 0.11324571
87 1.74E-6 0.11324571
88 1.76E-6 0.10515673
89 1.78E-6 0.10920122
90 1.8E-6 0.10111224
91 1.82E-6 0.097067747
92 1.84E-6 0.093023258
93 1.86E-6 0.10111224
94 1.88E-6 0.097067747
95 1.9E-6 0.093023258
96 1.92E-6 0.13346815
97 1.94E-6 0.07280081
98 1.96E-6 0.093023258
99 1.98E-6 0.088978768
100 2E-6 0.07280081
101 2.02E-6 0.088978768
102 2.04E-6 0.088978768
