ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-16 15:43:11 748m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.0384423
1 2E-8 1.2301548
2 4E-8 -1.2980529
3 6E-8 -0.62905642
4 8E-8 0.14977534
5 1E-7 -0.69495756
6 1.2E-7 0.36944583
7 1.4E-7 -0.47129306
8 1.6E-7 -0.17174239
9 1.8E-7 0.019970045
10 2E-7 0.10184723
11 2.2E-7 -0.2216675
12 2.4E-7 -0.065901148
13 2.6E-7 0.093859211
14 2.8E-7 -0.067898153
15 3E-7 0.033949076
16 3.2E-7 0.015976036
17 3.4E-7 -0.035946081
18 3.6E-7 0.021967049
19 3.8E-7 0.043934099
20 4E-7 0.05791313
21 4.2E-7 0.041937094
22 4.4E-7 0.019970045
23 4.6E-7 0.061907139
24 4.8E-7 0.075886171
25 5E-7 0.029955067
26 5.2E-7 0.021967049
27 5.4E-7 0.077883175
28 5.6E-7 0.05791313
29 5.8E-7 0.047928108
30 6E-7 0.075886171
31 6.2E-7 0.045931103
32 6.4E-7 0.035946081
33 6.6E-7 0.067898153
34 6.8E-7 0.045931103
35 7E-7 -0.035946081
36 7.2E-7 0.21168248
37 7.4E-7 -0.10384423
38 7.6E-7 0.091862207
39 7.8E-7 0.11582626
40 8E-7 -0.071892162
41 8.2E-7 0.14378432
42 8.4E-7 0.087868198
43 8.6E-7 0.003994009
44 8.8E-7 0.067898153
45 9E-7 0.041937094
46 9.2E-7 0.059910135
47 9.4E-7 0.069895157
48 9.6E-7 0.069895157
49 9.8E-7 0.05791313
50 1E-6 0.035946081
51 1.02E-6 0.051922117
52 1.04E-6 0.071892162
53 1.06E-6 0.077883175
54 1.08E-6 0.065901148
55 1.1E-6 0.071892162
56 1.12E-6 0.065901148
57 1.14E-6 0.059910135
58 1.16E-6 0.077883175
59 1.18E-6 0.073889166
60 1.2E-6 0.071892162
61 1.22E-6 0.065901148
62 1.24E-6 0.067898153
63 1.26E-6 0.063904144
64 1.28E-6 0.069895157
65 1.3E-6 0.071892162
66 1.32E-6 0.065901148
67 1.34E-6 0.065901148
68 1.36E-6 0.067898153
69 1.38E-6 0.063904144
70 1.4E-6 0.063904144
71 1.42E-6 0.065901148
72 1.44E-6 0.069895157
73 1.46E-6 0.055916126
74 1.48E-6 0.053919121
75 1.5E-6 0.055916126
76 1.52E-6 0.053919121
77 1.54E-6 0.055916126
78 1.56E-6 0.05791313
79 1.58E-6 0.053919121
80 1.6E-6 0.053919121
81 1.62E-6 0.051922117
82 1.64E-6 0.049925112
83 1.66E-6 0.051922117
84 1.68E-6 0.045931103
85 1.7E-6 0.047928108
86 1.72E-6 0.043934099
87 1.74E-6 0.043934099
88 1.76E-6 0.041937094
89 1.78E-6 0.043934099
90 1.8E-6 0.03994009
91 1.82E-6 0.037943085
92 1.84E-6 0.037943085
93 1.86E-6 0.035946081
94 1.88E-6 0.03994009
95 1.9E-6 0.03994009
96 1.92E-6 0.037943085
97 1.94E-6 0.03994009
98 1.96E-6 0.037943085
99 1.98E-6 0.035946081
100 2E-6 0.037943085
101 2.02E-6 0.03994009
102 2.04E-6 0.037943085
