ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-06-01 15:31:56 644m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.6892028
1 2E-8 0.40464177
2 4E-8 1.1281534
3 6E-8 -0.83955599
4 8E-8 -0.025227043
5 1E-7 -0.28355196
6 1.2E-7 0.25529768
7 1.4E-7 0.071644802
8 1.6E-7 -0.15035318
9 1.8E-7 0.2926337
10 2E-7 -0.35620585
11 2.2E-7 0.29868819
12 2.4E-7 -0.12512613
13 2.6E-7 0.11099899
14 2.8E-7 0.068617557
15 3E-7 0.030272452
16 3.2E-7 0.037336024
17 3.4E-7 0.02926337
18 3.6E-7 0.072653884
19 3.8E-7 0.040363269
20 4E-7 0.075681129
21 4.2E-7 0.045408678
22 4.4E-7 0.066599394
23 4.6E-7 0.045408678
24 4.8E-7 0.047426841
25 5E-7 0.040363269
26 5.2E-7 0.055499495
27 5.4E-7 0.051463168
28 5.6E-7 0.059535822
29 5.8E-7 0.059535822
30 6E-7 0.050454086
31 6.2E-7 0.042381432
32 6.4E-7 0.040363269
33 6.6E-7 0.044399596
34 6.8E-7 -0.022199798
35 7E-7 0.21796165
36 7.2E-7 -0.057517658
37 7.4E-7 -0.072653884
38 7.6E-7 0.35620585
39 7.8E-7 -0.14833501
40 8E-7 0.045408678
41 8.2E-7 0.21997982
42 8.4E-7 -0.013118062
43 8.6E-7 0.017154389
44 8.8E-7 0.11402623
45 9E-7 0.027245207
46 9.2E-7 0.048435923
47 9.4E-7 0.092835519
48 9.6E-7 0.063572149
49 9.8E-7 0.055499495
50 1E-6 0.028254288
51 1.02E-6 0.051463168
52 1.04E-6 0.053481331
53 1.06E-6 0.06458123
54 1.08E-6 0.046417759
55 1.1E-6 0.067608475
56 1.12E-6 0.037336024
57 1.14E-6 0.038345105
58 1.16E-6 0.060544903
59 1.18E-6 0.067608475
60 1.2E-6 0.032290615
61 1.22E-6 0.056508576
62 1.24E-6 0.056508576
63 1.26E-6 0.039354187
64 1.28E-6 0.059535822
65 1.3E-6 0.045408678
66 1.32E-6 0.045408678
67 1.34E-6 0.044399596
68 1.36E-6 0.050454086
69 1.38E-6 0.054490413
70 1.4E-6 0.043390514
71 1.42E-6 0.046417759
72 1.44E-6 0.045408678
73 1.46E-6 0.042381432
74 1.48E-6 0.054490413
75 1.5E-6 0.05247225
76 1.52E-6 0.040363269
77 1.54E-6 0.054490413
78 1.56E-6 0.039354187
79 1.58E-6 0.044399596
80 1.6E-6 0.051463168
81 1.62E-6 0.048435923
82 1.64E-6 0.045408678
83 1.66E-6 0.045408678
84 1.68E-6 0.051463168
85 1.7E-6 0.055499495
86 1.72E-6 0.047426841
87 1.74E-6 0.040363269
88 1.76E-6 0.045408678
89 1.78E-6 0.054490413
90 1.8E-6 0.059535822
91 1.82E-6 0.050454086
92 1.84E-6 0.040363269
93 1.86E-6 0.051463168
94 1.88E-6 0.05852674
95 1.9E-6 0.049445004
96 1.92E-6 0.05247225
97 1.94E-6 0.044399596
98 1.96E-6 0.055499495
99 1.98E-6 0.059535822
100 2E-6 0.049445004
101 2.02E-6 0.054490413
102 2.04E-6 0.053481331
