ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-16 16:52:14 859m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.37144284
1 2E-8 2.3884174
2 4E-8 -2.0309536
3 6E-8 -2.8996505
4 8E-8 0.2675986
5 1E-7 -2.8297554
6 1.2E-7 1.4278582
7 1.4E-7 -2.3205192
8 1.6E-7 -1.4817773
9 1.8E-7 0.21567649
10 2E-7 -0.027958063
11 2.2E-7 -0.97254119
12 2.4E-7 -0.61507738
13 2.6E-7 0.16175736
14 2.8E-7 -0.20169745
15 3E-7 0.22566151
16 3.2E-7 -0.33749376
17 3.4E-7 -0.055916126
18 3.6E-7 -0.073889166
19 3.8E-7 0.11183225
20 4E-7 0.23165252
21 4.2E-7 0.069895157
22 4.4E-7 0.073889166
23 4.6E-7 0.099850225
24 4.8E-7 0.32750874
25 5E-7 0.041937094
26 5.2E-7 0.049925112
27 5.4E-7 0.3115327
28 5.6E-7 0.15576635
29 5.8E-7 0.23564653
30 6E-7 0.21767349
31 6.2E-7 0.15177234
32 6.4E-7 0.13979031
33 6.6E-7 0.23165252
34 6.8E-7 0.14178732
35 7E-7 0.023964054
36 7.2E-7 0.3554668
37 7.4E-7 -0.32950574
38 7.6E-7 0.48527209
39 7.8E-7 0.33150275
40 8E-7 -0.24962556
41 8.2E-7 0.41337993
42 8.4E-7 0.28756865
43 8.6E-7 -0.11382926
44 8.8E-7 0.40539191
45 9E-7 -0.023964054
46 9.2E-7 0.35147279
47 9.4E-7 0.035946081
48 9.6E-7 0.32950574
49 9.8E-7 0.13779331
50 1E-6 0.16774838
51 1.02E-6 0.20369446
52 1.04E-6 0.18372441
53 1.06E-6 0.29156266
54 1.08E-6 0.18172741
55 1.1E-6 0.26360459
56 1.12E-6 0.22765851
57 1.14E-6 0.2216675
58 1.16E-6 0.25561658
59 1.18E-6 0.24163754
60 1.2E-6 0.24363455
61 1.22E-6 0.20968547
62 1.24E-6 0.26959561
63 1.26E-6 0.22765851
64 1.28E-6 0.21967049
65 1.3E-6 0.23364953
66 1.32E-6 0.21367948
67 1.34E-6 0.22765851
68 1.36E-6 0.21367948
69 1.38E-6 0.19770345
70 1.4E-6 0.1797304
71 1.42E-6 0.18771842
72 1.44E-6 0.19770345
73 1.46E-6 0.1777334
74 1.48E-6 0.1757364
75 1.5E-6 0.16774838
76 1.52E-6 0.15776336
77 1.54E-6 0.15376935
78 1.56E-6 0.13579631
79 1.58E-6 0.13779331
80 1.6E-6 0.13579631
81 1.62E-6 0.14378432
82 1.64E-6 0.12980529
83 1.66E-6 0.11982027
84 1.68E-6 0.10983525
85 1.7E-6 0.10384423
86 1.72E-6 0.10384423
87 1.74E-6 0.10983525
88 1.76E-6 0.11582626
89 1.78E-6 0.09785322
90 1.8E-6 0.09785322
91 1.82E-6 0.083874189
92 1.84E-6 0.083874189
93 1.86E-6 0.081877184
94 1.88E-6 0.083874189
95 1.9E-6 0.087868198
96 1.92E-6 0.07988018
97 1.94E-6 0.081877184
98 1.96E-6 0.071892162
99 1.98E-6 0.067898153
100 2E-6 0.053919121
101 2.02E-6 0.065901148
102 2.04E-6 0.075886171
