ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-17 15:45:48 097m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.1562656
1 2E-8 2.5721418
2 4E-8 -2.0469296
3 6E-8 -3.4687968
4 8E-8 1.7433849
5 1E-7 -2.1807289
6 1.2E-7 -1.1402896
7 1.4E-7 -1.9171243
8 1.6E-7 -1.5976036
9 1.8E-7 0.71293061
10 2E-7 -1.7513729
11 2.2E-7 -0.56714928
12 2.4E-7 -0.15776336
13 2.6E-7 0.037943085
14 2.8E-7 0.20968547
15 3E-7 -0.32551173
16 3.2E-7 -0.011982027
17 3.4E-7 -0.36145781
18 3.6E-7 0.26160759
19 3.8E-7 0.26360459
20 4E-7 0.049925112
21 4.2E-7 0.12381428
22 4.4E-7 -0.047928108
23 4.6E-7 0.36145781
24 4.8E-7 0.32351473
25 5E-7 0.041937094
26 5.2E-7 0.21567649
27 5.4E-7 0.21168248
28 5.6E-7 0.25961058
29 5.8E-7 0.35147279
30 6E-7 0.20968547
31 6.2E-7 0.11382926
32 6.4E-7 0.14977534
33 6.6E-7 0.23165252
34 6.8E-7 0.11183225
35 7E-7 0.41138293
36 7.2E-7 -0.027958063
37 7.4E-7 0.019970045
38 7.6E-7 0.75087369
39 7.8E-7 -0.37343984
40 8E-7 0.56515227
41 8.2E-7 0.26360459
42 8.4E-7 0.10584124
43 8.6E-7 0.12780829
44 8.8E-7 0.31752371
45 9E-7 0.15976036
46 9.2E-7 0.29755367
47 9.4E-7 0.3095357
48 9.6E-7 0.20169745
49 9.8E-7 0.19970045
50 1E-6 0.16575137
51 1.02E-6 0.26360459
52 1.04E-6 0.33749376
53 1.06E-6 0.31552671
54 1.08E-6 0.24762856
55 1.1E-6 0.31752371
56 1.12E-6 0.28357464
57 1.14E-6 0.29755367
58 1.16E-6 0.34148777
59 1.18E-6 0.27758362
60 1.2E-6 0.25561658
61 1.22E-6 0.31352971
62 1.24E-6 0.31352971
63 1.26E-6 0.29355966
64 1.28E-6 0.29156266
65 1.3E-6 0.2656016
66 1.32E-6 0.25162257
67 1.34E-6 0.2675986
68 1.36E-6 0.2675986
69 1.38E-6 0.25961058
70 1.4E-6 0.24163754
71 1.42E-6 0.22965552
72 1.44E-6 0.24363455
73 1.46E-6 0.23764354
74 1.48E-6 0.2216675
75 1.5E-6 0.21367948
76 1.52E-6 0.21168248
77 1.54E-6 0.19370944
78 1.56E-6 0.19770345
79 1.58E-6 0.19171243
80 1.6E-6 0.19370944
81 1.62E-6 0.1757364
82 1.64E-6 0.16375437
83 1.66E-6 0.15576635
84 1.68E-6 0.15177234
85 1.7E-6 0.16375437
86 1.72E-6 0.17174239
87 1.74E-6 0.14578133
88 1.76E-6 0.12780829
89 1.78E-6 0.12381428
90 1.8E-6 0.14178732
91 1.82E-6 0.14977534
92 1.84E-6 0.13579631
93 1.86E-6 0.11183225
94 1.88E-6 0.11582626
95 1.9E-6 0.1337993
96 1.92E-6 0.13579631
97 1.94E-6 0.12381428
98 1.96E-6 0.10783824
99 1.98E-6 0.083874189
100 2E-6 0.085871193
101 2.02E-6 0.11782327
102 2.04E-6 0.12381428
