ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-17 15:55:01 581m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.11324571
1 2E-8 1.8200203
2 4E-8 -0.89787666
3 6E-8 -3.1506573
4 8E-8 1.9130435
5 1E-7 -2.7542973
6 1.2E-7 -1.1890799
7 1.4E-7 -3.858443
8 1.6E-7 -1.1890799
9 1.8E-7 -1.8361982
10 2E-7 -2.3781598
11 2.2E-7 -1.7391305
12 2.4E-7 0.36400405
13 2.6E-7 -0.14560162
14 2.8E-7 0.54600608
15 3E-7 -0.97067747
16 3.2E-7 0.097067747
17 3.4E-7 -0.29524773
18 3.6E-7 0.58645097
19 3.8E-7 0.52578363
20 4E-7 0.27098079
21 4.2E-7 0.33164814
22 4.4E-7 0.26289182
23 4.6E-7 0.9989889
24 4.8E-7 0.16582407
25 5E-7 0.25480284
26 5.2E-7 0.48533874
27 5.4E-7 0.95449951
28 5.6E-7 0.48938323
29 5.8E-7 0.66734076
30 6E-7 0.25480284
31 6.2E-7 0.43680486
32 6.4E-7 0.56622853
33 6.6E-7 0.58240648
34 6.8E-7 0.32760365
35 7E-7 0.58240648
36 7.2E-7 -0.31951467
37 7.4E-7 1.5935289
38 7.6E-7 -0.097067747
39 7.8E-7 0.45702731
40 8E-7 0.9221436
41 8.2E-7 0.28311426
42 8.4E-7 0.5379171
43 8.6E-7 0.71587464
44 8.8E-7 0.32355916
45 9E-7 0.85743177
46 9.2E-7 0.3437816
47 9.4E-7 0.93023258
48 9.6E-7 0.35995956
49 9.8E-7 0.72396362
50 1E-6 0.35995956
51 1.02E-6 0.78867545
52 1.04E-6 0.76440851
53 1.06E-6 0.72396362
54 1.08E-6 0.75631953
55 1.1E-6 0.68756321
56 1.12E-6 0.73205259
57 1.14E-6 0.70778566
58 1.16E-6 0.81698687
59 1.18E-6 0.68351872
60 1.2E-6 0.768453
61 1.22E-6 0.69565219
62 1.24E-6 0.8048534
63 1.26E-6 0.66734076
64 1.28E-6 0.76440851
65 1.3E-6 0.65520729
66 1.32E-6 0.70374117
67 1.34E-6 0.67138525
68 1.36E-6 0.66329627
69 1.38E-6 0.63498485
70 1.4E-6 0.63902934
71 1.42E-6 0.64711832
72 1.44E-6 0.62285138
73 1.46E-6 0.63094036
74 1.48E-6 0.5379171
75 1.5E-6 0.57027302
76 1.52E-6 0.55005057
77 1.54E-6 0.55813955
78 1.56E-6 0.51769465
79 1.58E-6 0.49342772
80 1.6E-6 0.47724976
81 1.62E-6 0.4610718
82 1.64E-6 0.44893833
83 1.66E-6 0.42871588
84 1.68E-6 0.41253793
85 1.7E-6 0.40849344
86 1.72E-6 0.40444895
87 1.74E-6 0.39231548
88 1.76E-6 0.3842265
89 1.78E-6 0.35995956
90 1.8E-6 0.32760365
91 1.82E-6 0.32760365
92 1.84E-6 0.33569263
93 1.86E-6 0.32760365
94 1.88E-6 0.33164814
95 1.9E-6 0.3073812
96 1.92E-6 0.28715875
97 1.94E-6 0.27906977
98 1.96E-6 0.31951467
99 1.98E-6 0.21031345
100 2E-6 0.28715875
101 2.02E-6 0.26289182
102 2.04E-6 0.26289182
