ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-16 16:26:12 531m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.89665502
1 2E-8 1.779331
2 4E-8 -1.9690464
3 6E-8 -1.5536695
4 8E-8 0.24563155
5 1E-7 -1.8112831
6 1.2E-7 1.5776336
7 1.4E-7 -1.6754868
8 1.6E-7 -0.90664004
9 1.8E-7 0.28157763
10 2E-7 -0.021967049
11 2.2E-7 -0.85471792
12 2.4E-7 -0.15576635
13 2.6E-7 0.1318023
14 2.8E-7 -0.11982027
15 3E-7 0.14378432
16 3.2E-7 -0.1777334
17 3.4E-7 -0.073889166
18 3.6E-7 0.049925112
19 3.8E-7 0.12581128
20 4E-7 0.18172741
21 4.2E-7 0.03994009
22 4.4E-7 0.067898153
23 4.6E-7 0.11782327
24 4.8E-7 0.18172741
25 5E-7 0.029955067
26 5.2E-7 0.045931103
27 5.4E-7 0.21367948
28 5.6E-7 0.11382926
29 5.8E-7 0.15376935
30 6E-7 0.11582626
31 6.2E-7 0.091862207
32 6.4E-7 0.087868198
33 6.6E-7 0.16774838
34 6.8E-7 0.071892162
35 7E-7 0.045931103
36 7.2E-7 0.25561658
37 7.4E-7 -0.28357464
38 7.6E-7 0.39740389
39 7.8E-7 0.24762856
40 8E-7 -0.23165252
41 8.2E-7 0.36345482
42 8.4E-7 0.18172741
43 8.6E-7 -0.027958063
44 8.8E-7 0.19370944
45 9E-7 0.10184723
46 9.2E-7 0.16175736
47 9.4E-7 0.085871193
48 9.6E-7 0.20569146
49 9.8E-7 0.095856216
50 1E-6 0.095856216
51 1.02E-6 0.15576635
52 1.04E-6 0.13979031
53 1.06E-6 0.19370944
54 1.08E-6 0.1337993
55 1.1E-6 0.16175736
56 1.12E-6 0.16575137
57 1.14E-6 0.13979031
58 1.16E-6 0.1777334
59 1.18E-6 0.17174239
60 1.2E-6 0.14578133
61 1.22E-6 0.051922117
62 1.24E-6 0.29755367
63 1.26E-6 0.10184723
64 1.28E-6 0.21367948
65 1.3E-6 0.067898153
66 1.32E-6 0.24962556
67 1.34E-6 0.055916126
68 1.36E-6 0.20369446
69 1.38E-6 0.09785322
70 1.4E-6 0.16774838
71 1.42E-6 0.10184723
72 1.44E-6 0.16575137
73 1.46E-6 0.11183225
74 1.48E-6 0.13579631
75 1.5E-6 0.10384423
76 1.52E-6 0.12181727
77 1.54E-6 0.10584124
78 1.56E-6 0.11582626
79 1.58E-6 0.10584124
80 1.6E-6 0.10184723
81 1.62E-6 0.10184723
82 1.64E-6 0.091862207
83 1.66E-6 0.089865202
84 1.68E-6 0.089865202
85 1.7E-6 0.083874189
86 1.72E-6 0.081877184
87 1.74E-6 0.081877184
88 1.76E-6 0.07988018
89 1.78E-6 0.067898153
90 1.8E-6 0.075886171
91 1.82E-6 0.071892162
92 1.84E-6 0.065901148
93 1.86E-6 0.071892162
94 1.88E-6 0.065901148
95 1.9E-6 0.075886171
96 1.92E-6 0.071892162
97 1.94E-6 0.069895157
98 1.96E-6 0.063904144
99 1.98E-6 0.05791313
100 2E-6 0.063904144
101 2.02E-6 0.065901148
102 2.04E-6 0.061907139
