ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-17 16:19:12 904m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.82076885
1 2E-8 -0.05791313
2 4E-8 -0.47329007
3 6E-8 -0.011982027
4 8E-8 -0.025961058
5 1E-7 -0.22965552
6 1.2E-7 0.15976036
7 1.4E-7 -0.16575137
8 1.6E-7 -0.031952072
9 1.8E-7 0.01797304
10 2E-7 0.013979031
11 2.2E-7 -0.075886171
12 2.4E-7 0.015976036
13 2.6E-7 0.015976036
14 2.8E-7 -0.023964054
15 3E-7 0.0059910135
16 3.2E-7 0.011982027
17 3.4E-7 0.0019970045
18 3.6E-7 0.011982027
19 3.8E-7 0
20 4E-7 0.013979031
21 4.2E-7 0.015976036
22 4.4E-7 0.007988018
23 4.6E-7 0.025961058
24 4.8E-7 0.025961058
25 5E-7 0.0019970045
26 5.2E-7 0.0099850225
27 5.4E-7 0.025961058
28 5.6E-7 0.013979031
29 5.8E-7 0.015976036
30 6E-7 0.025961058
31 6.2E-7 0.0059910135
32 6.4E-7 0.0099850225
33 6.6E-7 0.023964054
34 6.8E-7 -0.037943085
35 7E-7 0.035946081
36 7.2E-7 0.093859211
37 7.4E-7 -0.063904144
38 7.6E-7 0.067898153
39 7.8E-7 -0.021967049
40 8E-7 0.011982027
41 8.2E-7 0.061907139
42 8.4E-7 0.013979031
43 8.6E-7 -0.003994009
44 8.8E-7 0.033949076
45 9E-7 -0.011982027
46 9.2E-7 0.037943085
47 9.4E-7 0.037943085
48 9.6E-7 0.015976036
49 9.8E-7 0.023964054
50 1E-6 0.0019970045
51 1.02E-6 0.013979031
52 1.04E-6 0.027958063
53 1.06E-6 0.027958063
54 1.08E-6 0.023964054
55 1.1E-6 0.019970045
56 1.12E-6 0.01797304
57 1.14E-6 0.011982027
58 1.16E-6 0.029955067
59 1.18E-6 0.027958063
60 1.2E-6 0.023964054
61 1.22E-6 0.01797304
62 1.24E-6 0.019970045
63 1.26E-6 0.01797304
64 1.28E-6 0.021967049
65 1.3E-6 0.027958063
66 1.32E-6 0.019970045
67 1.34E-6 0.019970045
68 1.36E-6 0.015976036
69 1.38E-6 0.015976036
70 1.4E-6 0.019970045
71 1.42E-6 0.023964054
72 1.44E-6 0.021967049
73 1.46E-6 0.013979031
74 1.48E-6 0.015976036
75 1.5E-6 0.01797304
76 1.52E-6 0.019970045
77 1.54E-6 0.019970045
78 1.56E-6 0.01797304
79 1.58E-6 0.019970045
80 1.6E-6 0.021967049
81 1.62E-6 0.015976036
82 1.64E-6 0.01797304
83 1.66E-6 0.019970045
84 1.68E-6 0.015976036
85 1.7E-6 0.019970045
86 1.72E-6 0.01797304
87 1.74E-6 0.01797304
88 1.76E-6 0.015976036
89 1.78E-6 0.015976036
90 1.8E-6 0.015976036
91 1.82E-6 0.01797304
92 1.84E-6 0.01797304
93 1.86E-6 0.013979031
94 1.88E-6 0.01797304
95 1.9E-6 0.013979031
96 1.92E-6 0.01797304
97 1.94E-6 0.01797304
98 1.96E-6 0.01797304
99 1.98E-6 0.013979031
100 2E-6 0.015976036
101 2.02E-6 0.015976036
102 2.04E-6 0.015976036
