ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-06-01 14:25:16 023m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.1382442
1 2E-8 -0.31886982
2 4E-8 1.6700303
3 6E-8 0.29364278
4 8E-8 1.4480323
5 1E-7 -0.4803229
6 1.2E-7 0.43289606
7 1.4E-7 -0.37134207
8 1.6E-7 0.51866801
9 1.8E-7 -0.05247225
10 2E-7 0.20887992
11 2.2E-7 0.27245207
12 2.4E-7 -0.060544903
13 2.6E-7 0.35418768
14 2.8E-7 0.05852674
15 3E-7 0.23410696
16 3.2E-7 0.16145308
17 3.4E-7 0.18264379
18 3.6E-7 0.18264379
19 3.8E-7 0.16750757
20 4E-7 0.20383451
21 4.2E-7 0.19475277
22 4.4E-7 0.19778002
23 4.6E-7 0.20887992
24 4.8E-7 0.18466196
25 5E-7 0.20080726
26 5.2E-7 0.18970736
27 5.4E-7 0.18365287
28 5.6E-7 0.19273461
29 5.8E-7 0.19273461
30 6E-7 0.20080726
31 6.2E-7 0.1987891
32 6.4E-7 0.19677094
33 6.6E-7 0.18264379
34 6.8E-7 0.18163471
35 7E-7 0.18567104
36 7.2E-7 0.1160444
37 7.4E-7 0.36024218
38 7.6E-7 0.089808273
39 7.8E-7 0.077699293
40 8E-7 0.54187689
41 8.2E-7 -0.14530777
42 8.4E-7 0.3531786
43 8.6E-7 0.23107971
44 8.8E-7 0.22906155
45 9E-7 0.10292634
46 9.2E-7 0.259334
47 9.4E-7 0.17961655
48 9.6E-7 0.19475277
49 9.8E-7 0.20080726
50 1E-6 0.23915237
51 1.02E-6 0.16649848
52 1.04E-6 0.17860747
53 1.06E-6 0.19273461
54 1.08E-6 0.21190716
55 1.1E-6 0.18869828
56 1.12E-6 0.19475277
57 1.14E-6 0.19576185
58 1.16E-6 0.1876892
59 1.18E-6 0.16750757
60 1.2E-6 0.20383451
61 1.22E-6 0.20787083
62 1.24E-6 0.17053481
63 1.26E-6 0.19475277
64 1.28E-6 0.19071645
65 1.3E-6 0.19273461
66 1.32E-6 0.17759838
67 1.34E-6 0.18365287
68 1.36E-6 0.17759838
69 1.38E-6 0.20787083
70 1.4E-6 0.21190716
71 1.42E-6 0.17759838
72 1.44E-6 0.15035318
73 1.46E-6 0.209889
74 1.48E-6 0.20181634
75 1.5E-6 0.19576185
76 1.52E-6 0.18163471
77 1.54E-6 0.17860747
78 1.56E-6 0.1765893
79 1.58E-6 0.19374369
80 1.6E-6 0.20181634
81 1.62E-6 0.18062563
82 1.64E-6 0.18466196
83 1.66E-6 0.18466196
84 1.68E-6 0.18163471
85 1.7E-6 0.19979818
86 1.72E-6 0.1987891
87 1.74E-6 0.17860747
88 1.76E-6 0.18466196
89 1.78E-6 0.18970736
90 1.8E-6 0.19071645
91 1.82E-6 0.19778002
92 1.84E-6 0.19374369
93 1.86E-6 0.19475277
94 1.88E-6 0.18668012
95 1.9E-6 0.19172553
96 1.92E-6 0.19979818
97 1.94E-6 0.19172553
98 1.96E-6 0.19475277
99 1.98E-6 0.19576185
100 2E-6 0.20181634
101 2.02E-6 0.19071645
102 2.04E-6 0.19778002
103 2.06E-6 0.20080726
