ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-16 16:33:03 205m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.62705941
1 2E-8 1.0723914
2 4E-8 -0.3554668
3 6E-8 -0.27159261
4 8E-8 0.16175736
5 1E-7 -0.23964054
6 1.2E-7 0.29755367
7 1.4E-7 -0.023964054
8 1.6E-7 -0.021967049
9 1.8E-7 0.075886171
10 2E-7 0.28357464
11 2.2E-7 0.0019970045
12 2.4E-7 0.077883175
13 2.6E-7 0.1797304
14 2.8E-7 0.1318023
15 3E-7 0.1318023
16 3.2E-7 0.15776336
17 3.4E-7 0.13579631
18 3.6E-7 0.1337993
19 3.8E-7 0.15776336
20 4E-7 0.1797304
21 4.2E-7 0.16175736
22 4.4E-7 0.14977534
23 4.6E-7 0.16575137
24 4.8E-7 0.19171243
25 5E-7 0.15776336
26 5.2E-7 0.13979031
27 5.4E-7 0.1777334
28 5.6E-7 0.17373939
29 5.8E-7 0.16774838
30 6E-7 0.1797304
31 6.2E-7 0.16974538
32 6.4E-7 0.15776336
33 6.6E-7 0.17373939
34 6.8E-7 0.1757364
35 7E-7 0.085871193
36 7.2E-7 0.29355966
37 7.4E-7 0.11382926
38 7.6E-7 0.099850225
39 7.8E-7 0.28557164
40 8E-7 0.051922117
41 8.2E-7 0.23165252
42 8.4E-7 0.20169745
43 8.6E-7 0.15776336
44 8.8E-7 0.15776336
45 9E-7 0.18771842
46 9.2E-7 0.15976036
47 9.4E-7 0.18771842
48 9.6E-7 0.18971543
49 9.8E-7 0.17174239
50 1E-6 0.16774838
51 1.02E-6 0.16175736
52 1.04E-6 0.18971543
53 1.06E-6 0.19370944
54 1.08E-6 0.1797304
55 1.1E-6 0.18372441
56 1.12E-6 0.1777334
57 1.14E-6 0.1777334
58 1.16E-6 0.18172741
59 1.18E-6 0.18771842
60 1.2E-6 0.1797304
61 1.22E-6 0.1757364
62 1.24E-6 0.18172741
63 1.26E-6 0.18172741
64 1.28E-6 0.1777334
65 1.3E-6 0.1797304
66 1.32E-6 0.18372441
67 1.34E-6 0.1777334
68 1.36E-6 0.1777334
69 1.38E-6 0.18372441
70 1.4E-6 0.1757364
71 1.42E-6 0.1777334
72 1.44E-6 0.1777334
73 1.46E-6 0.17373939
74 1.48E-6 0.17373939
75 1.5E-6 0.1757364
76 1.52E-6 0.1777334
77 1.54E-6 0.1757364
78 1.56E-6 0.1777334
79 1.58E-6 0.17373939
80 1.6E-6 0.17174239
81 1.62E-6 0.16974538
82 1.64E-6 0.17373939
83 1.66E-6 0.16974538
84 1.68E-6 0.16974538
85 1.7E-6 0.17174239
86 1.72E-6 0.16974538
87 1.74E-6 0.16575137
88 1.76E-6 0.17174239
89 1.78E-6 0.17373939
90 1.8E-6 0.17373939
91 1.82E-6 0.16974538
92 1.84E-6 0.17373939
93 1.86E-6 0.16774838
94 1.88E-6 0.16575137
95 1.9E-6 0.16774838
96 1.92E-6 0.16774838
97 1.94E-6 0.17174239
98 1.96E-6 0.17174239
99 1.98E-6 0.16774838
100 2E-6 0.16774838
101 2.02E-6 0.16774838
102 2.04E-6 0.16575137
103 2.06E-6 0.16774838
