ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-16 14:56:06 437m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 2.2985522
1 2E-8 0.7568647
2 4E-8 -2.2526211
3 6E-8 -1.2641038
4 8E-8 0.80279581
5 1E-7 -0.97254119
6 1.2E-7 -0.69495756
7 1.4E-7 -0.89865202
8 1.6E-7 -0.67099351
9 1.8E-7 0.55716425
10 2E-7 -0.23964054
11 2.2E-7 -0.36145781
12 2.4E-7 -0.48127808
13 2.6E-7 0.41937094
14 2.8E-7 0.065901148
15 3E-7 -0.045931103
16 3.2E-7 -0.025961058
17 3.4E-7 0.023964054
18 3.6E-7 0.18771842
19 3.8E-7 0.10983525
20 4E-7 0.27758362
21 4.2E-7 0.12381428
22 4.4E-7 0.087868198
23 4.6E-7 0.25162257
24 4.8E-7 0.23964054
25 5E-7 0.12581128
26 5.2E-7 0.11183225
27 5.4E-7 0.3115327
28 5.6E-7 0.25561658
29 5.8E-7 0.16774838
30 6E-7 0.18172741
31 6.2E-7 0.19370944
32 6.4E-7 0.21567649
33 6.6E-7 0.19171243
34 6.8E-7 0.14977534
35 7E-7 0.32351473
36 7.2E-7 -0.027958063
37 7.4E-7 0.20768847
38 7.6E-7 0.47528707
39 7.8E-7 -0.043934099
40 8E-7 0.27358962
41 8.2E-7 0.30354468
42 8.4E-7 0.18372441
43 8.6E-7 0.19370944
44 8.8E-7 0.18172741
45 9E-7 0.31552671
46 9.2E-7 0.15776336
47 9.4E-7 0.25961058
48 9.6E-7 0.24363455
49 9.8E-7 0.2236645
50 1E-6 0.20169745
51 1.02E-6 0.21567649
52 1.04E-6 0.31352971
53 1.06E-6 0.24563155
54 1.08E-6 0.24363455
55 1.1E-6 0.24363455
56 1.12E-6 0.26160759
57 1.14E-6 0.24762856
58 1.16E-6 0.25162257
59 1.18E-6 0.27358962
60 1.2E-6 0.23564653
61 1.22E-6 0.24762856
62 1.24E-6 0.25761358
63 1.26E-6 0.24962556
64 1.28E-6 0.22965552
65 1.3E-6 0.22965552
66 1.32E-6 0.23964054
67 1.34E-6 0.2216675
68 1.36E-6 0.23165252
69 1.38E-6 0.2216675
70 1.4E-6 0.21367948
71 1.42E-6 0.21168248
72 1.44E-6 0.20968547
73 1.46E-6 0.20369446
74 1.48E-6 0.19171243
75 1.5E-6 0.18172741
76 1.52E-6 0.20768847
77 1.54E-6 0.16974538
78 1.56E-6 0.20169745
79 1.58E-6 0.16175736
80 1.6E-6 0.17373939
81 1.62E-6 0.16774838
82 1.64E-6 0.17174239
83 1.66E-6 0.16774838
84 1.68E-6 0.16974538
85 1.7E-6 0.16175736
86 1.72E-6 0.16375437
87 1.74E-6 0.15177234
88 1.76E-6 0.16175736
89 1.78E-6 0.15177234
90 1.8E-6 0.15776336
91 1.82E-6 0.16175736
92 1.84E-6 0.12980529
93 1.86E-6 0.14977534
94 1.88E-6 0.16175736
95 1.9E-6 0.16774838
96 1.92E-6 0.12581128
97 1.94E-6 0.14178732
98 1.96E-6 0.1337993
99 1.98E-6 0.1337993
100 2E-6 0.14777833
101 2.02E-6 0.14777833
102 2.04E-6 0.12780829
