ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-17 16:20:30 133m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.4618073
1 2E-8 2.6919621
2 4E-8 -1.0104843
3 6E-8 -3.4807788
4 8E-8 1.1582626
5 1E-7 -2.8716925
6 1.2E-7 0.31952072
7 1.4E-7 -2.9895157
8 1.6E-7 0.033949076
9 1.8E-7 0.15576635
10 2E-7 -0.9765352
11 2.2E-7 -1.0604094
12 2.4E-7 0.10584124
13 2.6E-7 -0.10783824
14 2.8E-7 0.24363455
15 3E-7 -0.41337993
16 3.2E-7 0.071892162
17 3.4E-7 -0.1757364
18 3.6E-7 0.15177234
19 3.8E-7 0.27558662
20 4E-7 0.13579631
21 4.2E-7 0.10783824
22 4.4E-7 0.14378432
23 4.6E-7 0.38741887
24 4.8E-7 0.25561658
25 5E-7 0.0099850225
26 5.2E-7 0.24163754
27 5.4E-7 0.43734398
28 5.6E-7 0.29755367
29 5.8E-7 0.30154768
30 6E-7 0.2216675
31 6.2E-7 0.16175736
32 6.4E-7 0.26360459
33 6.6E-7 0.33749376
34 6.8E-7 0.14378432
35 7E-7 0.34548178
36 7.2E-7 0
37 7.4E-7 0.065901148
38 7.6E-7 0.97054419
39 7.8E-7 -0.49525711
40 8E-7 0.63904144
41 8.2E-7 0.29156266
42 8.4E-7 0.15576635
43 8.6E-7 0.20569146
44 8.8E-7 0.41138293
45 9E-7 0.16575137
46 9.2E-7 0.29755367
47 9.4E-7 0.32750874
48 9.6E-7 0.32351473
49 9.8E-7 0.21367948
50 1E-6 0.2656016
51 1.02E-6 0.28756865
52 1.04E-6 0.36944583
53 1.06E-6 0.37543685
54 1.08E-6 0.33349975
55 1.1E-6 0.35946081
56 1.12E-6 0.32950574
57 1.14E-6 0.33349975
58 1.16E-6 0.38941588
59 1.18E-6 0.36145781
60 1.2E-6 0.32950574
61 1.22E-6 0.3554668
62 1.24E-6 0.36545182
63 1.26E-6 0.33749376
64 1.28E-6 0.33150275
65 1.3E-6 0.33749376
66 1.32E-6 0.30753869
67 1.34E-6 0.30354468
68 1.36E-6 0.31952072
69 1.38E-6 0.29355966
70 1.4E-6 0.28956565
71 1.42E-6 0.29755367
72 1.44E-6 0.28956565
73 1.46E-6 0.27159261
74 1.48E-6 0.2656016
75 1.5E-6 0.24962556
76 1.52E-6 0.24363455
77 1.54E-6 0.24962556
78 1.56E-6 0.23964054
79 1.58E-6 0.2216675
80 1.6E-6 0.21767349
81 1.62E-6 0.20968547
82 1.64E-6 0.20369446
83 1.66E-6 0.20569146
84 1.68E-6 0.19370944
85 1.7E-6 0.18372441
86 1.72E-6 0.19171243
87 1.74E-6 0.19370944
88 1.76E-6 0.1757364
89 1.78E-6 0.16974538
90 1.8E-6 0.17174239
91 1.82E-6 0.15576635
92 1.84E-6 0.16575137
93 1.86E-6 0.16175736
94 1.88E-6 0.15776336
95 1.9E-6 0.14777833
96 1.92E-6 0.14977534
97 1.94E-6 0.14578133
98 1.96E-6 0.1318023
99 1.98E-6 0.12980529
100 2E-6 0.13579631
101 2.02E-6 0.12780829
102 2.04E-6 0.13779331
103 2.06E-6 0.12980529
