ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-06-01 15:49:22 090m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.60343087
1 2E-8 0.75378405
2 4E-8 0.5297679
3 6E-8 0.39959636
4 8E-8 -0.99798182
5 1E-7 0.11907164
6 1.2E-7 -0.30474268
7 1.4E-7 0.3864783
8 1.6E-7 -0.22805247
9 1.8E-7 0.065590312
10 2E-7 0.05852674
11 2.2E-7 -0.27951564
12 2.4E-7 0.25630676
13 2.6E-7 -0.15640767
14 2.8E-7 0.12411705
15 3E-7 -0.018163471
16 3.2E-7 0.014127144
17 3.4E-7 -0.011099899
18 3.6E-7 0.019172553
19 3.8E-7 0.024217961
20 4E-7 0.014127144
21 4.2E-7 0.032290615
22 4.4E-7 0.019172553
23 4.6E-7 0.031281533
24 4.8E-7 0.024217961
25 5E-7 0.015136226
26 5.2E-7 0.010090817
27 5.4E-7 0.021190716
28 5.6E-7 0.020181634
29 5.8E-7 0.02926337
30 6E-7 0.02320888
31 6.2E-7 0.018163471
32 6.4E-7 0.011099899
33 6.6E-7 0.014127144
34 6.8E-7 -0.02320888
35 7E-7 -0.022199798
36 7.2E-7 0.19475277
37 7.4E-7 -0.19677094
38 7.6E-7 0.046417759
39 7.8E-7 0.2482341
40 8E-7 -0.24419778
41 8.2E-7 0.1543895
42 8.4E-7 0.082744701
43 8.6E-7 -0.0050454086
44 8.8E-7 0
45 9E-7 0.041372351
46 9.2E-7 0.021190716
47 9.4E-7 0.032290615
48 9.6E-7 0.037336024
49 9.8E-7 0.037336024
50 1E-6 0.0080726538
51 1.02E-6 -0.0030272452
52 1.04E-6 0.038345105
53 1.06E-6 0.036326942
54 1.08E-6 0.017154389
55 1.1E-6 0.02320888
56 1.12E-6 0.016145308
57 1.14E-6 0.02320888
58 1.16E-6 0.011099899
59 1.18E-6 0.025227043
60 1.2E-6 0.021190716
61 1.22E-6 0.024217961
62 1.24E-6 0.018163471
63 1.26E-6 0.011099899
64 1.28E-6 0.021190716
65 1.3E-6 0.020181634
66 1.32E-6 0.021190716
67 1.34E-6 0.019172553
68 1.36E-6 0.011099899
69 1.38E-6 0.012108981
70 1.4E-6 0.015136226
71 1.42E-6 0.013118062
72 1.44E-6 0.014127144
73 1.46E-6 0.027245207
74 1.48E-6 0.0070635721
75 1.5E-6 0.012108981
76 1.52E-6 0.016145308
77 1.54E-6 0.019172553
78 1.56E-6 0.015136226
79 1.58E-6 0.022199798
80 1.6E-6 0.0040363269
81 1.62E-6 0.0070635721
82 1.64E-6 0.014127144
83 1.66E-6 0.021190716
84 1.68E-6 0.018163471
85 1.7E-6 0.020181634
86 1.72E-6 0.012108981
87 1.74E-6 0.015136226
88 1.76E-6 0.026236125
89 1.78E-6 0.020181634
90 1.8E-6 0.011099899
91 1.82E-6 0.017154389
92 1.84E-6 0.020181634
93 1.86E-6 0.020181634
94 1.88E-6 0.021190716
95 1.9E-6 0.014127144
96 1.92E-6 0.020181634
97 1.94E-6 0.020181634
98 1.96E-6 0.021190716
99 1.98E-6 0.025227043
100 2E-6 0.02320888
101 2.02E-6 0.021190716
102 2.04E-6 0.025227043
