ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-16 16:17:57 814m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.4518223
1 2E-8 1.345981
2 4E-8 -2.3045432
3 6E-8 -1.2121817
4 8E-8 -0.97254119
5 1E-7 -1.4638043
6 1.2E-7 0.31752371
7 1.4E-7 -1.4737893
8 1.6E-7 -1.1283075
9 1.8E-7 0.8007988
10 2E-7 -0.63105342
11 2.2E-7 -0.37144284
12 2.4E-7 -0.34548178
13 2.6E-7 0.1337993
14 2.8E-7 -0.071892162
15 3E-7 -0.047928108
16 3.2E-7 -0.023964054
17 3.4E-7 -0.17174239
18 3.6E-7 0.07988018
19 3.8E-7 0.11582626
20 4E-7 0.12181727
21 4.2E-7 0.10783824
22 4.4E-7 -0.037943085
23 4.6E-7 0.2236645
24 4.8E-7 0.13979031
25 5E-7 0.03994009
26 5.2E-7 0.083874189
27 5.4E-7 0.19370944
28 5.6E-7 0.15376935
29 5.8E-7 0.11782327
30 6E-7 0.1777334
31 6.2E-7 0.075886171
32 6.4E-7 0.11582626
33 6.6E-7 0.17174239
34 6.8E-7 0.041937094
35 7E-7 0.10384423
36 7.2E-7 0.21168248
37 7.4E-7 -0.32551173
38 7.6E-7 0.69895157
39 7.8E-7 -0.20968547
40 8E-7 0.19370944
41 8.2E-7 0.11582626
42 8.4E-7 0.31352971
43 8.6E-7 -0.12980529
44 8.8E-7 0.29955067
45 9E-7 0.05791313
46 9.2E-7 0.15376935
47 9.4E-7 0.15976036
48 9.6E-7 0.15776336
49 9.8E-7 0.15976036
50 1E-6 0.087868198
51 1.02E-6 0.15976036
52 1.04E-6 0.18572142
53 1.06E-6 0.16774838
54 1.08E-6 0.1757364
55 1.1E-6 0.15776336
56 1.12E-6 0.19570644
57 1.14E-6 0.14777833
58 1.16E-6 0.18971543
59 1.18E-6 0.15376935
60 1.2E-6 0.12980529
61 1.22E-6 0.23564653
62 1.24E-6 0.19970045
63 1.26E-6 0.12181727
64 1.28E-6 0.19171243
65 1.3E-6 0.1797304
66 1.32E-6 0.15177234
67 1.34E-6 0.13979031
68 1.36E-6 0.1777334
69 1.38E-6 0.13579631
70 1.4E-6 0.14178732
71 1.42E-6 0.14777833
72 1.44E-6 0.13579631
73 1.46E-6 0.1318023
74 1.48E-6 0.11782327
75 1.5E-6 0.12381428
76 1.52E-6 0.11382926
77 1.54E-6 0.12181727
78 1.56E-6 0.11782327
79 1.58E-6 0.10584124
80 1.6E-6 0.09785322
81 1.62E-6 0.095856216
82 1.64E-6 0.099850225
83 1.66E-6 0.091862207
84 1.68E-6 0.089865202
85 1.7E-6 0.085871193
86 1.72E-6 0.081877184
87 1.74E-6 0.083874189
88 1.76E-6 0.087868198
89 1.78E-6 0.077883175
90 1.8E-6 0.069895157
91 1.82E-6 0.073889166
92 1.84E-6 0.071892162
93 1.86E-6 0.071892162
94 1.88E-6 0.071892162
95 1.9E-6 0.067898153
96 1.92E-6 0.065901148
97 1.94E-6 0.063904144
98 1.96E-6 0.063904144
99 1.98E-6 0.053919121
100 2E-6 0.05791313
101 2.02E-6 0.051922117
102 2.04E-6 0.059910135
