ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-17 16:15:40 738m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.80279581
1 2E-8 2.1148278
2 4E-8 -2.0109835
3 6E-8 -2.0808787
4 8E-8 0.8007988
5 1E-7 -1.8372441
6 1.2E-7 0.27159261
7 1.4E-7 -1.353969
8 1.6E-7 -0.033949076
9 1.8E-7 0.065901148
10 2E-7 -0.41937094
11 2.2E-7 -0.54917624
12 2.4E-7 -0.10384423
13 2.6E-7 0.037943085
14 2.8E-7 -0.053919121
15 3E-7 -0.03994009
16 3.2E-7 -0.041937094
17 3.4E-7 -0.12381428
18 3.6E-7 0.095856216
19 3.8E-7 0.11382926
20 4E-7 0.075886171
21 4.2E-7 0.10384423
22 4.4E-7 0.055916126
23 4.6E-7 0.16974538
24 4.8E-7 0.11782327
25 5E-7 -0.015976036
26 5.2E-7 0.091862207
27 5.4E-7 0.18771842
28 5.6E-7 0.12381428
29 5.8E-7 0.1337993
30 6E-7 0.10983525
31 6.2E-7 0.047928108
32 6.4E-7 0.10983525
33 6.6E-7 0.15376935
34 6.8E-7 0.0059910135
35 7E-7 0.21967049
36 7.2E-7 -0.0099850225
37 7.4E-7 -0.047928108
38 7.6E-7 0.47728407
39 7.8E-7 -0.20369446
40 8E-7 0.25162257
41 8.2E-7 0.1757364
42 8.4E-7 0.069895157
43 8.6E-7 0.073889166
44 8.8E-7 0.19370944
45 9E-7 0.065901148
46 9.2E-7 0.12980529
47 9.4E-7 0.16974538
48 9.6E-7 0.12980529
49 9.8E-7 0.11582626
50 1E-6 0.099850225
51 1.02E-6 0.12581128
52 1.04E-6 0.16175736
53 1.06E-6 0.16575137
54 1.08E-6 0.15177234
55 1.1E-6 0.15376935
56 1.12E-6 0.14578133
57 1.14E-6 0.14378432
58 1.16E-6 0.16774838
59 1.18E-6 0.16175736
60 1.2E-6 0.13579631
61 1.22E-6 0.16375437
62 1.24E-6 0.17174239
63 1.26E-6 0.1318023
64 1.28E-6 0.16375437
65 1.3E-6 0.14578133
66 1.32E-6 0.13579631
67 1.34E-6 0.14178732
68 1.36E-6 0.14777833
69 1.38E-6 0.12181727
70 1.4E-6 0.13979031
71 1.42E-6 0.12980529
72 1.44E-6 0.12780829
73 1.46E-6 0.12980529
74 1.48E-6 0.11782327
75 1.5E-6 0.10983525
76 1.52E-6 0.11382926
77 1.54E-6 0.11382926
78 1.56E-6 0.10384423
79 1.58E-6 0.099850225
80 1.6E-6 0.07988018
81 1.62E-6 0.11382926
82 1.64E-6 0.075886171
83 1.66E-6 0.093859211
84 1.68E-6 0.087868198
85 1.7E-6 0.087868198
86 1.72E-6 0.065901148
87 1.74E-6 0.099850225
88 1.76E-6 0.073889166
89 1.78E-6 0.069895157
90 1.8E-6 0.077883175
91 1.82E-6 0.067898153
92 1.84E-6 0.063904144
93 1.86E-6 0.063904144
94 1.88E-6 0.063904144
95 1.9E-6 0.065901148
96 1.92E-6 0.065901148
97 1.94E-6 0.05791313
98 1.96E-6 0.055916126
99 1.98E-6 0.053919121
100 2E-6 0.051922117
101 2.02E-6 0.053919121
102 2.04E-6 0.053919121
