ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-06-01 14:53:12 585m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.43491422
1 2E-8 0.39152371
2 4E-8 0.73360241
3 6E-8 -0.15035318
4 8E-8 -0.031281533
5 1E-7 -0.3259334
6 1.2E-7 0.11503532
7 1.4E-7 -0.019172553
8 1.6E-7 -0.075681129
9 1.8E-7 0.13319879
10 2E-7 -0.17255297
11 2.2E-7 0.0938446
12 2.4E-7 -0.059535822
13 2.6E-7 0.024217961
14 2.8E-7 0.0010090817
15 3E-7 0.0030272452
16 3.2E-7 0.011099899
17 3.4E-7 -0.012108981
18 3.6E-7 0.02320888
19 3.8E-7 -0.0020181634
20 4E-7 0.02926337
21 4.2E-7 0.012108981
22 4.4E-7 0.025227043
23 4.6E-7 0.020181634
24 4.8E-7 0.0080726538
25 5E-7 0.0060544903
26 5.2E-7 0.010090817
27 5.4E-7 0.015136226
28 5.6E-7 0.0080726538
29 5.8E-7 0.017154389
30 6E-7 0.020181634
31 6.2E-7 0.0070635721
32 6.4E-7 0.0080726538
33 6.6E-7 0.014127144
34 6.8E-7 -0.057517658
35 7E-7 0.092835519
36 7.2E-7 0.050454086
37 7.4E-7 -0.1432896
38 7.6E-7 0.1543895
39 7.8E-7 -0.011099899
40 8E-7 -0.085771946
41 8.2E-7 0.16952573
42 8.4E-7 -0.037336024
43 8.6E-7 0.019172553
44 8.8E-7 0.012108981
45 9E-7 0.014127144
46 9.2E-7 0.013118062
47 9.4E-7 0.032290615
48 9.6E-7 0.02320888
49 9.8E-7 0.022199798
50 1E-6 -0.0070635721
51 1.02E-6 0.012108981
52 1.04E-6 0.017154389
53 1.06E-6 0.02320888
54 1.08E-6 0.014127144
55 1.1E-6 0.020181634
56 1.12E-6 0.010090817
57 1.14E-6 0.010090817
58 1.16E-6 0.015136226
59 1.18E-6 0.020181634
60 1.2E-6 0.011099899
61 1.22E-6 0.011099899
62 1.24E-6 0.015136226
63 1.26E-6 0.011099899
64 1.28E-6 0.010090817
65 1.3E-6 0.017154389
66 1.32E-6 0.015136226
67 1.34E-6 0.010090817
68 1.36E-6 0.010090817
69 1.38E-6 0.012108981
70 1.4E-6 0.0080726538
71 1.42E-6 0.012108981
72 1.44E-6 0.014127144
73 1.46E-6 0.012108981
74 1.48E-6 0.0060544903
75 1.5E-6 0.0050454086
76 1.52E-6 0.0070635721
77 1.54E-6 0.015136226
78 1.56E-6 0.013118062
79 1.58E-6 0.0090817355
80 1.6E-6 0.011099899
81 1.62E-6 0.0040363269
82 1.64E-6 0.012108981
83 1.66E-6 0.012108981
84 1.68E-6 0.018163471
85 1.7E-6 0.0080726538
86 1.72E-6 0.015136226
87 1.74E-6 0.0080726538
88 1.76E-6 0.014127144
89 1.78E-6 0.0070635721
90 1.8E-6 0.013118062
91 1.82E-6 0.016145308
92 1.84E-6 0.014127144
93 1.86E-6 0.014127144
94 1.88E-6 0.014127144
95 1.9E-6 0.012108981
96 1.92E-6 0.021190716
97 1.94E-6 0.019172553
98 1.96E-6 0.015136226
99 1.98E-6 0.011099899
100 2E-6 0.016145308
101 2.02E-6 0.018163471
