ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-16 17:20:59 392m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 2.0908637
1 2E-8 -0.10584124
2 4E-8 0.17373939
3 6E-8 -0.90863705
4 8E-8 1.3799301
5 1E-7 -1.3080379
6 1.2E-7 1.5496755
7 1.4E-7 -1.5956066
8 1.6E-7 0.30554169
9 1.8E-7 -0.12780829
10 2E-7 -0.40339491
11 2.2E-7 -0.88267599
12 2.4E-7 -0.18572142
13 2.6E-7 0.33150275
14 2.8E-7 -0.29955067
15 3E-7 0.33949076
16 3.2E-7 -0.42136795
17 3.4E-7 0.3115327
18 3.6E-7 -0.18572142
19 3.8E-7 0.40938592
20 4E-7 -0.0019970045
21 4.2E-7 0.12780829
22 4.4E-7 0.073889166
23 4.6E-7 0.23964054
24 4.8E-7 0.16974538
25 5E-7 -0.019970045
26 5.2E-7 0.23364953
27 5.4E-7 0.17174239
28 5.6E-7 0.20369446
29 5.8E-7 0.14378432
30 6E-7 0.19370944
31 6.2E-7 0.085871193
32 6.4E-7 0.18372441
33 6.6E-7 0.19570644
34 6.8E-7 0.025961058
35 7E-7 0.26160759
36 7.2E-7 0.049925112
37 7.4E-7 -0.15776336
38 7.6E-7 0.80279581
39 7.8E-7 -0.41937094
40 8E-7 0.46130804
41 8.2E-7 0.099850225
42 8.4E-7 0.25961058
43 8.6E-7 -0.025961058
44 8.8E-7 0.29555667
45 9E-7 0.099850225
46 9.2E-7 0.18572142
47 9.4E-7 0.20768847
48 9.6E-7 0.17373939
49 9.8E-7 0.17373939
50 1E-6 0.10983525
51 1.02E-6 0.21567649
52 1.04E-6 0.19570644
53 1.06E-6 0.21967049
54 1.08E-6 0.1777334
55 1.1E-6 0.21567649
56 1.12E-6 0.18771842
57 1.14E-6 0.20169745
58 1.16E-6 0.2236645
59 1.18E-6 0.1797304
60 1.2E-6 0.21567649
61 1.22E-6 0.18771842
62 1.24E-6 0.21367948
63 1.26E-6 0.19171243
64 1.28E-6 0.1777334
65 1.3E-6 0.18771842
66 1.32E-6 0.18971543
67 1.34E-6 0.15976036
68 1.36E-6 0.1777334
69 1.38E-6 0.17174239
70 1.4E-6 0.15976036
71 1.42E-6 0.16774838
72 1.44E-6 0.16175736
73 1.46E-6 0.15376935
74 1.48E-6 0.14977534
75 1.5E-6 0.14578133
76 1.52E-6 0.11582626
77 1.54E-6 0.16575137
78 1.56E-6 0.12780829
79 1.58E-6 0.12581128
80 1.6E-6 0.12980529
81 1.62E-6 0.13779331
82 1.64E-6 0.095856216
83 1.66E-6 0.12980529
84 1.68E-6 0.11782327
85 1.7E-6 0.095856216
86 1.72E-6 0.12381428
87 1.74E-6 0.11183225
88 1.76E-6 0.10983525
89 1.78E-6 0.095856216
90 1.8E-6 0.10384423
91 1.82E-6 0.091862207
92 1.84E-6 0.09785322
93 1.86E-6 0.091862207
94 1.88E-6 0.10184723
95 1.9E-6 0.089865202
96 1.92E-6 0.093859211
97 1.94E-6 0.087868198
98 1.96E-6 0.087868198
99 1.98E-6 0.07988018
100 2E-6 0.077883175
101 2.02E-6 0.07988018
102 2.04E-6 0.083874189
