ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-16 15:48:06 625m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.5656515
1 2E-8 0.44133799
2 4E-8 -1.1362956
3 6E-8 -0.16774838
4 8E-8 -0.21967049
5 1E-7 -0.63704443
6 1.2E-7 0.45132302
7 1.4E-7 -0.50124813
8 1.6E-7 -0.20968547
9 1.8E-7 0.10983525
10 2E-7 0.07988018
11 2.2E-7 -0.24762856
12 2.4E-7 -0.065901148
13 2.6E-7 0.12581128
14 2.8E-7 -0.049925112
15 3E-7 0.033949076
16 3.2E-7 0
17 3.4E-7 -0.015976036
18 3.6E-7 0.021967049
19 3.8E-7 0.041937094
20 4E-7 0.081877184
21 4.2E-7 0.053919121
22 4.4E-7 0.007988018
23 4.6E-7 0.083874189
24 4.8E-7 0.091862207
25 5E-7 0.025961058
26 5.2E-7 0.025961058
27 5.4E-7 0.093859211
28 5.6E-7 0.059910135
29 5.8E-7 0.059910135
30 6E-7 0.077883175
31 6.2E-7 0.047928108
32 6.4E-7 0.049925112
33 6.6E-7 0.077883175
34 6.8E-7 0.015976036
35 7E-7 0.027958063
36 7.2E-7 0.16774838
37 7.4E-7 -0.14578133
38 7.6E-7 0.25561658
39 7.8E-7 -0.037943085
40 8E-7 0.051922117
41 8.2E-7 0.10384423
42 8.4E-7 0.10384423
43 8.6E-7 -0.021967049
44 8.8E-7 0.10584124
45 9E-7 0.025961058
46 9.2E-7 0.087868198
47 9.4E-7 0.069895157
48 9.6E-7 0.083874189
49 9.8E-7 0.061907139
50 1E-6 0.041937094
51 1.02E-6 0.05791313
52 1.04E-6 0.077883175
53 1.06E-6 0.07988018
54 1.08E-6 0.061907139
55 1.1E-6 0.075886171
56 1.12E-6 0.067898153
57 1.14E-6 0.061907139
58 1.16E-6 0.07988018
59 1.18E-6 0.07988018
60 1.2E-6 0.067898153
61 1.22E-6 0.069895157
62 1.24E-6 0.075886171
63 1.26E-6 0.071892162
64 1.28E-6 0.071892162
65 1.3E-6 0.07988018
66 1.32E-6 0.069895157
67 1.34E-6 0.065901148
68 1.36E-6 0.067898153
69 1.38E-6 0.063904144
70 1.4E-6 0.059910135
71 1.42E-6 0.065901148
72 1.44E-6 0.067898153
73 1.46E-6 0.063904144
74 1.48E-6 0.055916126
75 1.5E-6 0.05791313
76 1.52E-6 0.059910135
77 1.54E-6 0.05791313
78 1.56E-6 0.053919121
79 1.58E-6 0.051922117
80 1.6E-6 0.049925112
81 1.62E-6 0.047928108
82 1.64E-6 0.049925112
83 1.66E-6 0.047928108
84 1.68E-6 0.047928108
85 1.7E-6 0.045931103
86 1.72E-6 0.045931103
87 1.74E-6 0.043934099
88 1.76E-6 0.047928108
89 1.78E-6 0.043934099
90 1.8E-6 0.045931103
91 1.82E-6 0.043934099
92 1.84E-6 0.041937094
93 1.86E-6 0.043934099
94 1.88E-6 0.041937094
95 1.9E-6 0.045931103
96 1.92E-6 0.03994009
97 1.94E-6 0.037943085
98 1.96E-6 0.033949076
99 1.98E-6 0.041937094
100 2E-6 0.031952072
101 2.02E-6 0.041937094
102 2.04E-6 0.037943085
