ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-05-17 15:26:35 623m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.66300549
1 2E-8 1.4618073
2 4E-8 -2.0908637
3 6E-8 -1.7034448
4 8E-8 0.34148777
5 1E-7 -1.0803794
6 1.2E-7 0.12581128
7 1.4E-7 -1.2541188
8 1.6E-7 0.19171243
9 1.8E-7 0.18771842
10 2E-7 -0.30354468
11 2.2E-7 -0.41937094
12 2.4E-7 0.0059910135
13 2.6E-7 0.029955067
14 2.8E-7 -0.003994009
15 3E-7 0.035946081
16 3.2E-7 -0.065901148
17 3.4E-7 -0.11183225
18 3.6E-7 0.091862207
19 3.8E-7 0.13979031
20 4E-7 0.093859211
21 4.2E-7 0.059910135
22 4.4E-7 0.045931103
23 4.6E-7 0.18372441
24 4.8E-7 0.10384423
25 5E-7 -0.0099850225
26 5.2E-7 0.093859211
27 5.4E-7 0.14178732
28 5.6E-7 0.095856216
29 5.8E-7 0.12381428
30 6E-7 0.085871193
31 6.2E-7 0.033949076
32 6.4E-7 0.10384423
33 6.6E-7 0.12780829
34 6.8E-7 -0.0059910135
35 7E-7 0.23964054
36 7.2E-7 -0.089865202
37 7.4E-7 0.12581128
38 7.6E-7 0.24962556
39 7.8E-7 -0.12780829
40 8E-7 0.28557164
41 8.2E-7 0.081877184
42 8.4E-7 0.071892162
43 8.6E-7 0.099850225
44 8.8E-7 0.12980529
45 9E-7 0.069895157
46 9.2E-7 0.12181727
47 9.4E-7 0.14977534
48 9.6E-7 0.10384423
49 9.8E-7 0.10184723
50 1E-6 0.075886171
51 1.02E-6 0.11382926
52 1.04E-6 0.15976036
53 1.06E-6 0.12980529
54 1.08E-6 0.1318023
55 1.1E-6 0.13579631
56 1.12E-6 0.12381428
57 1.14E-6 0.12780829
58 1.16E-6 0.14977534
59 1.18E-6 0.13979031
60 1.2E-6 0.12381428
61 1.22E-6 0.13979031
62 1.24E-6 0.13579631
63 1.26E-6 0.12980529
64 1.28E-6 0.13779331
65 1.3E-6 0.13979031
66 1.32E-6 0.11982027
67 1.34E-6 0.12780829
68 1.36E-6 0.12780829
69 1.38E-6 0.11782327
70 1.4E-6 0.11382926
71 1.42E-6 0.11582626
72 1.44E-6 0.11382926
73 1.46E-6 0.10584124
74 1.48E-6 0.10584124
75 1.5E-6 0.09785322
76 1.52E-6 0.10184723
77 1.54E-6 0.10184723
78 1.56E-6 0.095856216
79 1.58E-6 0.089865202
80 1.6E-6 0.089865202
81 1.62E-6 0.083874189
82 1.64E-6 0.077883175
83 1.66E-6 0.077883175
84 1.68E-6 0.073889166
85 1.7E-6 0.07988018
86 1.72E-6 0.069895157
87 1.74E-6 0.073889166
88 1.76E-6 0.075886171
89 1.78E-6 0.067898153
90 1.8E-6 0.061907139
91 1.82E-6 0.061907139
92 1.84E-6 0.061907139
93 1.86E-6 0.059910135
94 1.88E-6 0.05791313
95 1.9E-6 0.063904144
96 1.92E-6 0.05791313
97 1.94E-6 0.05791313
98 1.96E-6 0.051922117
99 1.98E-6 0.053919121
100 2E-6 0.051922117
101 2.02E-6 0.049925112
102 2.04E-6 0.053919121
